name,price,address
MXL 770 Cardioid Condenser Microphone,73,https://www.amazon.com/MXL-770-Cardioid-Condenser-Microphone/dp/B0007NQH98/ref=sr_1_19/142-4702312-5092331?s=electronics&ie=UTF8&qid=1544408520&sr=1-19&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Kensington Wireless Presenter with Red Laser Pointer (K33374USB),26,https://www.amazon.com/Kensington-Wireless-Presenter-Pointer-K33374USB/dp/B000FPGP4U/ref=sr_1_20/142-4702312-5092331?s=electronics&ie=UTF8&qid=1544408520&sr=1-20&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"AT&T 210 Basic Trimline Corded Phone, No AC Power Required, Wall-Mountable, Black",15,https://www.amazon.com/AT-Trimline-Corded-Required-Wall-Mountable/dp/B00005MITU/ref=sr_1_21/142-4702312-5092331?s=electronics&ie=UTF8&qid=1544408520&sr=1-21&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Sunbeam Programmable Bread Maker, 2 Pound, White (005891-000-000)",47,https://www.amazon.com/Sunbeam-Programmable-Bread-Maker-005891-000-000/dp/B00067REBU/ref=sr_1_22/142-4702312-5092331?s=electronics&ie=UTF8&qid=1544408520&sr=1-22&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Avery Premium Personalized Name Tags, Print or Write, 2-1/3"" x 3-3/8"", 160 Adhesive Tags (8395)",12,https://www.amazon.com/Avery-Premium-Personalized-Print-Adhesive/dp/B00007LVCN/ref=sr_1_24/142-4702312-5092331?s=electronics&ie=UTF8&qid=1544408520&sr=1-24&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Polk Audio RC85i 2-way Premium In-Wall 8"" Speakers, Pair of 2 Perfect for Damp and Humid Indoor/Outdoor Placement - Bath, Kitchen, Covered Porches (White, Paintable Grille)",173,https://www.amazon.com/Polk-Audio-RC85i-2-Way-Speakers/dp/B00006I5O6/ref=sr_1_25/142-4702312-5092331?s=electronics&ie=UTF8&qid=1544408520&sr=1-25&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Texas Instruments TI-83 Plus Graphing Calculator,92,https://www.amazon.com/Texas-Instruments-TI-83-Graphing-Calculator/dp/B00001N2QU/ref=sr_1_26/142-4702312-5092331?s=electronics&ie=UTF8&qid=1544408520&sr=1-26&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Nikon AF FX NIKKOR 50mm f/1.8D Lens for Nikon DSLR Cameras,131,https://www.amazon.com/Nikon-NIKKOR-50mm-1-8D-Cameras/dp/B00005LEN4/ref=sr_1_27/142-4702312-5092331?s=electronics&ie=UTF8&qid=1544408520&sr=1-27&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Shure SM57-LC Cardioid Dynamic Microphone,99,https://www.amazon.com/Shure-SM57-LC-Cardioid-Dynamic-Microphone/dp/B0000AQRST/ref=sr_1_28/142-4702312-5092331?s=electronics&ie=UTF8&qid=1544408520&sr=1-28&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Texas Instruments TI-30Xa Scientific Calculator,8,https://www.amazon.com/Texas-Instruments-TI-30Xa-Scientific-Calculator/dp/B00000JBNS/ref=sr_1_29/142-4702312-5092331?s=electronics&ie=UTF8&qid=1544408520&sr=1-29&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Avery T-Shirt Transfers for Light Fabric, 8.5"" x 11"", 18 Transfers - Make your Own Christmas Shirt (8938)",16,https://www.amazon.com/Avery-T-Shirt-Transfers-Light-Fabric/dp/B0006HV2ZE/ref=sr_1_30/142-4702312-5092331?s=electronics&ie=UTF8&qid=1544408520&sr=1-30&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
AKASO EK7000 Plus 4K 16MP WiFi Action Camera Adjustable View Angle 30M Waterproof Camera Remote Control Sports Camera with Helmet Accessories Kit and Filters,47,https://www.amazon.com/dp/DEAL_B07DL7HNPG
"Avery Matte Frosted Clear Address Labels for Laser Printers, 1"" x 2-5/8"", 750 Labels (5630)",15,https://www.amazon.com/Avery-Frosted-Address-Labels-Printers/dp/B00007LP9T/ref=sr_1_25?s=electronics&ie=UTF8&qid=1544408522&sr=1-25&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Sharp EL-1750V 12 Digit Compact Desktop 2-Color Printing Calculator,34,https://www.amazon.com/Sharp-EL-1750V-Compact-Printing-Calculator/dp/B00006IF9Q/ref=sr_1_26?s=electronics&ie=UTF8&qid=1544408522&sr=1-26&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Arrow Fastener T50 Heavy Duty Staple Gun,17,https://www.amazon.com/dp/B00002ND61
"Avery Name Badge Inserts, Print or Write, 3"" x 4"", 300 Cardstock Refills (5392)",11,https://www.amazon.com/Avery-Badge-Inserts-Cardstock-Refills/dp/B00007LVDM/ref=sr_1_28?s=electronics&ie=UTF8&qid=1544408522&sr=1-28&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Extreme 3D Pro Joystick for Windows,34,https://www.amazon.com/Extreme-3D-Pro-Joystick-Windows-x/dp/B00009OY9U/ref=sr_1_29?s=electronics&ie=UTF8&qid=1544408522&sr=1-29&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Canon Original 104 Toner Cartridge - Black,68,https://www.amazon.com/Canon-Original-104-Toner-Cartridge/dp/B000B02BEM/ref=sr_1_30?s=electronics&ie=UTF8&qid=1544408522&sr=1-30&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Cobra 29LTD Professional CB Radio - Instant Channel 9, 4 Watt Output, Full 40 Channels, SWR Calibration",85,https://www.amazon.com/Cobra-29LTD-Professional-Radio-Calibration/dp/B00006JPF3/ref=sr_1_31?s=electronics&ie=UTF8&qid=1544408522&sr=1-31&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Royal Sovereign Electric Coin Sorter, Patented Anti-Jam Technology, 1 Row of Coin Sorting (CO-1000)",48,https://www.amazon.com/Royal-Sovereign-Electric-Technology-CO-1000/dp/B000FZ2936/ref=sr_1_32?s=electronics&ie=UTF8&qid=1544408522&sr=1-32&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
DYMO LetraTag 100H Plus Handheld Label Maker for Office or Home,26,https://www.amazon.com/DYMO-LetraTag-Handheld-Label-Office/dp/B000II09IM/ref=sr_1_33?s=electronics&ie=UTF8&qid=1544408522&sr=1-33&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Texas Instruments BA II Plus Professional Financial Calculator (IIBAPRO/TBL/1L1),43,https://www.amazon.com/Texas-Instruments-IIBAPRO-TBL-1L1/dp/B0001EMLZW/ref=sr_1_34?s=electronics&ie=UTF8&qid=1544408522&sr=1-34&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Dynamat 10455 18"" x 32"" x 0.067"" Thick Self-Adhesive Sound Deadener with Xtreme Bulk Pack, (Set of 9)",157,https://www.amazon.com/Dynamat-10455-Self-Adhesive-Deadener-Xtreme/dp/B00020CB2S/ref=sr_1_35?s=electronics&ie=UTF8&qid=1544408522&sr=1-35&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Belkin WaveRest Gel Wrist Pad for Keyboards, Black (F8E263-BLK)",5,https://www.amazon.com/Belkin-WaveRest-Wrist-Keyboards-F8E263-BLK/dp/B00004Z5RA/ref=sr_1_36?s=electronics&ie=UTF8&qid=1544408522&sr=1-36&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Dual Electronics LU43PB 4 inch 3-Way High Performance Indoor, Outdoor & Bookshelf Studio Monitor Speakers with Swivel Brackets & 100 Watts Peak Power",32,https://www.amazon.com/Dual-Electronics-LU43PB-Performance-Bookshelf/dp/B00081NX5U/ref=sr_1_37?s=electronics&ie=UTF8&qid=1544408522&sr=1-37
"Avery Matte Frosted Clear Address Labels for Inkjet Printers, 2"" x 4"", 250 Labels (8663)",16,https://www.amazon.com/Avery-Frosted-Address-Labels-Printers/dp/B000093KW6/ref=sr_1_38?s=electronics&ie=UTF8&qid=1544408522&sr=1-38&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Tripp Lite Rackmount Network-Grade PDU Power Strip, 12 Right Angle Outlets Wide-Spaced, 15A, 15ft Cord w/ 5-15P Plug (RS1215-RA)",49,https://www.amazon.com/Tripp-Lite-Network-Grade-Wide-Spaced-RS1215-RA/dp/B00006B834/ref=sr_1_39?s=electronics&ie=UTF8&qid=1544408522&sr=1-39&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Uniden PRO520XL Pro Series 40-Channel CB Radio, Compact Design, ANL Switch and PA/CB Switch, 7 Watts of Audio Output and Instant Emergency Channel 9",43,https://www.amazon.com/Uniden-PRO520XL-40-Channel-Compact-Emergency/dp/B00004VXNI/ref=sr_1_40?s=electronics&ie=UTF8&qid=1544408522&sr=1-40&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Epson Stylus C88+ Inkjet Printer Color 5760 x 1440 dpi Print Plain Paper Print Desktop Model C11C617121,107,https://www.amazon.com/Epson-Stylus-Printer-Desktop-C11C617121/dp/B000FSOZE4/ref=sr_1_41?s=electronics&ie=UTF8&qid=1544408522&sr=1-41&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Mercer Culinary Genesis Forged Santoku Knife, 7 Inch",29,https://www.amazon.com/dp/B000IBVD4I
Beltronics RX65-Red Professional Series Radar Detector,129,https://www.amazon.com/Beltronics-RX65-Red-Professional-Radar-Detector/dp/B0009204RI/ref=sr_1_43?s=electronics&ie=UTF8&qid=1544408522&sr=1-43&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Shure BETA 58A Supercardioid Dynamic Microphone with High Output Neodymium Element for Vocal/Instrument Applications,159,https://www.amazon.com/Shure-BETA-58A-Supercardioid-Applications/dp/B0002BACB4/ref=sr_1_44?s=electronics&ie=UTF8&qid=1544408522&sr=1-44&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
HP 12C Platinum Calculator,47,https://www.amazon.com/HEWLETT-PACKARD-MAIN-86591-Platinum-Calculator/dp/B00009WNV9/ref=sr_1_45?s=electronics&ie=UTF8&qid=1544408522&sr=1-45&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Shure SM48-LC Vocal Dynamic Microphone, Cardioid",48,https://www.amazon.com/Shure-SM48-LC-Dynamic-Microphone-Cardioid/dp/B0002D0HY4/ref=sr_1_47?s=electronics&ie=UTF8&qid=1544408522&sr=1-47&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Bose 161 Speaker System (Pair, Black)",158,https://www.amazon.com/Bose-Speaker-System-Pair-Black/dp/B00006I53A/ref=sr_1_48?s=electronics&ie=UTF8&qid=1544408522&sr=1-48
Plantronics HL10 Handset Lifter,35,https://www.amazon.com/Plantronics-HL10-Handset-Lifter/dp/B0006B088W/ref=sr_1_52?s=electronics&ie=UTF8&qid=1544408524&sr=1-52&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Cobra C75WXST Handheld CB Radio - NOAA Radio - LCD Display - 40 Channel,103,https://www.amazon.com/Cobra-C75WXST-Handheld-CB-Radio/dp/B00005N5WW/ref=sr_1_53?s=electronics&ie=UTF8&qid=1544408524&sr=1-53&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Avery Matte Frosted Clear Full Sheet Labels for Inkjet Printers, 8.5"" x 11"", 25 Labels (8665)",16,https://www.amazon.com/Avery-Frosted-Labels-Inkjet-Printers/dp/B00006HUP7/ref=sr_1_54?s=electronics&ie=UTF8&qid=1544408524&sr=1-54&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Brother FAX4100E IntelliFax Plain Paper Laser Fax/Copier,234,https://www.amazon.com/Brother-FAX4100E-IntelliFax-Plain-Copier/dp/B000GLOI88/ref=sr_1_55?s=electronics&ie=UTF8&qid=1544408524&sr=1-55&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Motorola Professional CLS1410 5-Mile 4-Channel UHF Two-Way Radio,158,https://www.amazon.com/Motorola-Professional-CLS1410-4-Channel-Two-Way/dp/B00028HNQY/ref=sr_1_57?s=electronics&ie=UTF8&qid=1544408524&sr=1-57&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Sangean H201 Portable AM/FM/Weather Alert Digital Tuning Waterproof Shower Radio,62,https://www.amazon.com/Sangean-Portable-Weather-Digital-Waterproof/dp/B000I3F91O/ref=sr_1_58?s=electronics&ie=UTF8&qid=1544408524&sr=1-58&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
HEARTLAND 21000 Energy Saving Dryer Vent Closure,36,https://www.amazon.com/HEARTLAND-21000-Energy-Saving-Closure/dp/B00009W3I4/ref=sr_1_59?s=electronics&ie=UTF8&qid=1544408524&sr=1-59&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Sennheiser HD 600 Open Back Professional Headphone,307,https://www.amazon.com/Sennheiser-Open-Back-Professional-Headphone/dp/B00004SY4H/ref=sr_1_60?s=electronics&ie=UTF8&qid=1544408524&sr=1-60&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
MXL 990 Condenser Microphone with Shockmount,69,https://www.amazon.com/MXL-990-Condenser-Microphone-Shockmount/dp/B0002GIRP2/ref=sr_1_61?s=electronics&ie=UTF8&qid=1544408524&sr=1-61
"Bose 301-V Stereo Loudspeakers (Pair, Black)",328,https://www.amazon.com/Bose-301-V-Stereo-Loudspeakers-Black/dp/B00006L7RV/ref=sr_1_62?s=electronics&ie=UTF8&qid=1544408524&sr=1-62&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Hammermill Paper, Premium Color Copy Paper, 11 x 17 Paper, Ledger Size, 28lb Paper, 100 Bright, 1 Ream / 500 Sheets (102541R) Acid Free Paper",22,https://www.amazon.com/Hammermill-Premium-Ledger-Bright-102541R/dp/B00006IDP4/ref=sr_1_63?s=electronics&ie=UTF8&qid=1544408524&sr=1-63&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Scotch Self-Sealing Laminating Pouches, 25 Sheets, 9.0 in x 11.5 in, Gloss Finish Letter Size (LS854-25G-WM) (LS854WC)",22,https://www.amazon.com/Scotch-Self-Sealing-Laminating-LS854-25G-WM-LS854WC/dp/B00006HZ5F/ref=sr_1_68?s=electronics&ie=UTF8&qid=1544408524&sr=1-68&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
HP 12CP Financial Calculator,49,https://www.amazon.com/d/Financial-Business-Calculators/HP-HP12CPLAT-12CP-Financial-Calculator/B000FVNX2Q/ref=sr_1_69?s=electronics&ie=UTF8&qid=1544408524&sr=1-69&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Midland 75-822 40 Channel CB-Way Radio,94,https://www.amazon.com/dp/B00000K2YR
Canon CLI-36 Color Ink Tank (1511B002),18,https://www.amazon.com/Canon-CLI-36-Color-Tank-1511B002/dp/B000IBX602/ref=sr_1_72?s=electronics&ie=UTF8&qid=1544408524&sr=1-72&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Brother TN580 High Yield Toner Cartridge - Retail Packaging - Black,99,https://www.amazon.com/Brother-TN580-Yield-Toner-Cartridge/dp/B000BQM01K/ref=sr_1_73?s=electronics&ie=UTF8&qid=1544408524&sr=1-73&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Avery Weatherproof Laser Shipping Labels, 2"" x 4"", 500/Pack (5523)",25,https://www.amazon.com/Avery-Weatherproof-Laser-Shipping-Labels/dp/B00006IBUW/ref=sr_1_75?s=electronics&ie=UTF8&qid=1544408524&sr=1-75&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
CH Products Pro Pedals USB Flight Simulator Pedals (300-111),120,https://www.amazon.com/CH-Products-Pedals-Simulator-300-111/dp/B0000512IE/ref=sr_1_76?s=electronics&ie=UTF8&qid=1544408524&sr=1-76&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Avery WeatherProof Address Labels with TrueBlock Technology for Laser Printers 1"" x 2-5/8"", Box of 1,500 (5520)",32,https://www.amazon.com/Avery-WeatherProof-TrueBlock-Technology-Printers/dp/B00006IBUV/ref=sr_1_77?s=electronics&ie=UTF8&qid=1544408524&sr=1-77&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Brother Genuine, DK-2205 Continuous Paper Label Roll, Cut-to-Length Label, 2.4â€ù x 100 Feet, (1) Roll Per Box",18,https://www.amazon.com/Brother-Genuine-DK-2205-Continuous-Length/dp/B0002VS66W/ref=sr_1_76?s=electronics&ie=UTF8&qid=1544408526&sr=1-76&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Texas Instruments TI-1795 SV Standard Function Calculator,9,https://www.amazon.com/Texas-Instruments-Standard-Function-Calculator/dp/B00000JBLU/ref=sr_1_77?s=electronics&ie=UTF8&qid=1544408526&sr=1-77&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Canon CLI-8PM Photo Magenta Ink Tank,17,https://www.amazon.com/Canon-CLI-8PM-Photo-Magenta-Tank/dp/B000AYH7XO/ref=sr_1_78?s=electronics&ie=UTF8&qid=1544408526&sr=1-78
"Epson T5845-M PictureMate Print Pack Includes Inkjet Cartridge, 100 Sheets Matte Photo Paper",35,https://www.amazon.com/Epson-T5845-M-PictureMate-Inkjet-Cartridge/dp/B000IT4O0U/ref=sr_1_79?s=electronics&ie=UTF8&qid=1544408526&sr=1-79&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
CH Products Flight Sim Yoke USB ( 200-615 ),124,https://www.amazon.com/CH-Products-Flight-Yoke-200-615/dp/B000056SPM/ref=sr_1_80?s=electronics&ie=UTF8&qid=1544408526&sr=1-80&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Avery Address Labels with Sure Feed for Inkjet Printers, 1-1/3"" x 4"", 350 Labels, Permanent Adhesive (8162)",9,https://www.amazon.com/Avery-Address-Printers-Permanent-Adhesive/dp/B00008XPL6/ref=sr_1_81?s=electronics&ie=UTF8&qid=1544408526&sr=1-81&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Avery Shipping Address Labels, Inkjet Printers, 1,000 Labels, 2x4 Labels, Permanent Adhesive, TrueBlock (8463)",26,https://www.amazon.com/Avery-Shipping-Printers-Permanent-TrueBlock/dp/B00007M4HG/ref=sr_1_82?s=electronics&ie=UTF8&qid=1544408526&sr=1-82&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Schumacher SE-82-6 Dual-Rate 2/6 Amp Manual Battery Charger,37,https://www.amazon.com/Schumacher-SE-82-6-Dual-Rate-Battery-Charger/dp/B0009IBJBM/ref=sr_1_84?s=electronics&ie=UTF8&qid=1544408526&sr=1-84&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Astrobrights Color Paper, 8.5â€ù x 11â€ù, 24 lb/89 gsm, Cosmic Orange, 500 Sheets (22651)",13,https://www.amazon.com/Astrobrights-Cosmic-Orange-Sheets-22651/dp/B00008XPHO/ref=sr_1_85?s=electronics&ie=UTF8&qid=1544408526&sr=1-85
"RAYOVAC C 12-Pack HIGH ENERGY Alkaline Batteries, 814-12PPK",15,https://www.amazon.com/RAYOVAC-12-Pack-Alkaline-Batteries-814-12PPK/dp/B00008MOQ4/ref=sr_1_86?s=electronics&ie=UTF8&qid=1544408526&sr=1-86&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"HP Printer Paper, Premium32, 8.5 x 11 Paper, Letter Size, 32 lb Paper, 100 Bright, 6 Reams / 3,000 Sheets - Presentation Paper, Acid Free Paper (113100C)",66,https://www.amazon.com/HP-Printer-Paper-Premium32-Letter/dp/B00006L358/ref=sr_1_87?s=electronics&ie=UTF8&qid=1544408526&sr=1-87&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Fellowes 6-Outlet Office/Home Power Strip, 15 Foot Cord - Wall Mountable (99026)",24,https://www.amazon.com/Fellowes-6-Outlet-Office-Power-Strip/dp/B00006HQR8/ref=sr_1_91?s=electronics&ie=UTF8&qid=1544408526&sr=1-91&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Maxsteel 8 Tier Steel Wire Shelving for 440 CD/228 DVD/264 BluRay/Games Media Black,54,https://www.amazon.com/Maxsteel-Steel-Shelving-BluRay-Games/dp/B00005OT5X/ref=sr_1_92?s=electronics&ie=UTF8&qid=1544408526&sr=1-92&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
ScanGauge II Ultra Compact 3-in-1 Automotive Computer with Customizable Real-Time Fuel Economy Digital Gauges,156,https://www.amazon.com/ScanGauge-Automotive-Computer-Customizable-Real-Time/dp/B000AAMY86/ref=sr_1_93?s=electronics&ie=UTF8&qid=1544408526&sr=1-93&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Southworth 25% Cotton Business Paper, 8.5"" x 11"", 24 lb, Wove Finish, White, 500 Sheets (404C)",20,https://www.amazon.com/Southworth-Cotton-Business-Finish-404C/dp/B00006IE2J/ref=sr_1_94?s=electronics&ie=UTF8&qid=1544408526&sr=1-94
RCA WHP141B 900MHZ Wireless Stereo Headphones,41,https://www.amazon.com/WHP141B-900MHZ-Wireless-Stereo-Headphones/dp/B000ENRQ3M/ref=sr_1_95?s=electronics&ie=UTF8&qid=1544408526&sr=1-95&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Bose 251 Wall Mount Outdoor Environmental Speakers (White),398,https://www.amazon.com/Bose-Mount-Outdoor-Environmental-Speakers/dp/B00006I53D/ref=sr_1_96?s=electronics&ie=UTF8&qid=1544408526&sr=1-96
"Belkin Cord Concealer with Double-Sided Adhesive Tape (Gray, 6 Feet)",6,https://www.amazon.com/Belkin-Cord-Concealer-Double-Sided-Adhesive/dp/B00006HVLW/ref=sr_1_97?s=electronics&ie=UTF8&qid=1544408526&sr=1-97&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Southworth Resume Paper, 100% Cotton, 8.5â€ù x 11â€ù, 24lb/89gsm, Wove Finish, Ivory, 100 Sheets (R14ICF)",9,https://www.amazon.com/Southworth-Cotton-Resume-Finish-R14ICF/dp/B00006IE2N/ref=sr_1_98?s=electronics&ie=UTF8&qid=1544408526&sr=1-98
Bose  201 Direct/Reflecting speaker system (29297),218,https://www.amazon.com/Bose-Direct-Reflecting-speaker-system/dp/B00006L7RT/ref=sr_1_99?s=electronics&ie=UTF8&qid=1544408526&sr=1-99&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"TRENDnet 24-Port Cat5/5e RJ-45 UTP Unshielded Wallmount or Rackmount Patch Panel, Certified 100Mhz Cat 5e, Krone Connectors, Color-Coded Labeling, TC-P24C5E",27,https://www.amazon.com/TRENDnet-Unshielded-Connectors-Color-Coded-TC-P24C5E/dp/B00008AWL3/ref=sr_1_101?s=electronics&ie=UTF8&qid=1544408526&sr=1-101&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Canon Original 106 Toner Cartridge - Black,148,https://www.amazon.com/Canon-Original-106-Toner-Cartridge/dp/B000B8YGQK/ref=sr_1_102?s=electronics&ie=UTF8&qid=1544408526&sr=1-102&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Sharp EL-2630PIII Two-Color Printing Calculator 4.8 Lines/Sec 4"" Black/Red",78,https://www.amazon.com/Sharp-EL-2630PIII-Two-Color-Printing-Calculator/dp/B00005BIEH/ref=sr_1_100?s=electronics&ie=UTF8&qid=1544408528&sr=1-100&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Bose 151 SE Elegant Outdoor Speakers (White) (34104),277,https://www.amazon.com/Bose-Elegant-Outdoor-Speakers-34104/dp/B0001H9TGI/ref=sr_1_101?s=electronics&ie=UTF8&qid=1544408528&sr=1-101
"RAYOVAC D 12-Pack HIGH ENERGY Alkaline Batteries, 813-12PPK",13,https://www.amazon.com/RAYOVAC-12-Pack-Alkaline-Batteries-813-12PPK/dp/B00008MOQ7/ref=sr_1_102?s=electronics&ie=UTF8&qid=1544408528&sr=1-102&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Sennheiser e906 Supercardioid Dynamic Mic for Guitar Amps,189,https://www.amazon.com/Sennheiser-e906-Supercardioid-Dynamic-Guitar/dp/B000AQHJQ2/ref=sr_1_104?s=electronics&ie=UTF8&qid=1544408528&sr=1-104&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Crosley CR59-PI Princess Phone with Push Button Technology, Pink",37,https://www.amazon.com/Crosley-CR59-PI-Princess-Button-Technology/dp/B0000DHVMG/ref=sr_1_105?s=electronics&ie=UTF8&qid=1544408528&sr=1-105&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Canon EF 28mm f/1.8 USM Wide Angle Lens for Canon SLR Cameras,459,https://www.amazon.com/Canon-28mm-Wide-Angle-Cameras/dp/B00009R6WU/ref=sr_1_106?s=electronics&ie=UTF8&qid=1544408528&sr=1-106&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Sennheiser HD 201 Lightweight Over Ear Headphones,47,https://www.amazon.com/Sennheiser-HD-201-Lightweight-Headphones/dp/B0007XJSQC/ref=sr_1_107?s=electronics&ie=UTF8&qid=1544408528&sr=1-107&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
