name,price,address,city,category_code,city_code,business,scan_date
"New SAMSUNG 85"" Class 4K (2160P) Ultra HD Smart LED TV (UN85JU7100)",3900.0,http://www.kijiji.ca/v-electronics/city-of-toronto/new-samsung-85-class-4k-2160p-ultra-hd-smart-led-tv-un85ju7100/c3521154,Toronto,v-electronics,city-of-toronto,1,2018-12-09 13:11:55
"Smartwatch with many features Android, Iphone",75.0,http://www.kijiji.ca/v-electronics/oakville-halton-region/smartwatch-with-many-features-android-iphone/1382461666,Toronto,v-electronics,oakville-halton-region,0,2018-12-09 13:11:55
Speakers,250.0,http://www.kijiji.ca/v-electronics/oshawa-durham-region/speakers/1401803933,Toronto,v-electronics,oshawa-durham-region,0,2018-12-09 13:11:55
"Blow Out TV Sale Sanyo 40' - 43' - 50"" 1 Year warranty 4k smart",300.0,http://www.kijiji.ca/v-electronics/gta-greater-toronto-area/blow-out-tv-sale-sanyo-40-43-50-1-year-warranty-4k-smart/c1693238,Toronto,v-electronics,gta-greater-toronto-area,1,2018-12-09 13:11:55
Storz & Bickel Volcano Classic Vaporizer w/ Easy Valve,400.0,http://www.kijiji.ca/v-electronics/city-of-toronto/storz-bickel-volcano-classic-vaporizer-w-easy-valve/1402994429,Toronto,v-electronics,city-of-toronto,0,2018-12-09 13:11:55
"Singing Machine SML385BTBK Top Loading CDG Karaoke System with Bluetooth, Sound and Disco Light Show",50.0,http://www.kijiji.ca/v-electronics/city-of-toronto/singing-machine-sml385btbk-top-loading-cdg-karaoke-system-with-bluetooth-sound-and-disco-light-show/c3511607,Toronto,v-electronics,city-of-toronto,1,2018-12-09 13:11:55
BNIB IPaD LTE 6th Gen 2018,500.0,http://www.kijiji.ca/v-electronics/city-of-toronto/bnib-ipad-lte-6th-gen-2018/1402994394,Toronto,v-electronics,city-of-toronto,0,2018-12-09 13:11:55
"Nest Hello Video Doorbell , Camera  3-megapixel (2K) color sensor  brand new sealed.",239.0,http://www.kijiji.ca/v-electronics/city-of-toronto/nest-hello-video-doorbell-camera-3-megapixel-2k-color-sensor-brand-new-sealed/c1693391,Toronto,v-electronics,city-of-toronto,1,2018-12-09 13:11:55
JBL Flip 3 waterproof,80.0,http://www.kijiji.ca/v-electronics/city-of-toronto/jbl-flip-3-waterproof/1402994000,Toronto,v-electronics,city-of-toronto,0,2018-12-09 13:11:55
S: Razer Tiamat 7.1 Surround Sound Headset,60.0,http://www.kijiji.ca/v-electronics/markham-york-region/s:-razer-tiamat-7-1-surround-sound-headset/1402993887,Toronto,v-electronics,markham-york-region,0,2018-12-09 13:11:55
NEC P350X NP-P350X XGA Conference Room Projector 3500Lumens HDMI,249.99,http://www.kijiji.ca/v-electronics/city-of-toronto/nec-p350x-np-p350x-xga-conference-room-projector-3500lumens-hdmi/1390441402,Toronto,v-electronics,city-of-toronto,0,2018-12-09 13:11:55
BNIB Nest Wi-Fi Smart Learning Thermostat 3rd Generation,240.0,http://www.kijiji.ca/v-electronics/city-of-toronto/bnib-nest-wi-fi-smart-learning-thermostat-3rd-generation/1402993815,Toronto,v-electronics,city-of-toronto,0,2018-12-09 13:11:55
"Weekly Promo!  High Quality Original MXQ PRO 4K Android TV Box,Android 7.1.2,  64bit  H.265 4K HD TV box M",55.0,http://www.kijiji.ca/v-electronics/gta-greater-toronto-area/weekly-promo-high-quality-original-mxq-pro-4k-android-tv-box-android-7-1-2-64bit-h-265-4k-hd-tv-box-m/c2522659,Toronto,v-electronics,gta-greater-toronto-area,1,2018-12-09 13:11:55
Panasonic PT-EX12K PT-EX12KU XGA Large Venue Projector 13000lum,4000.0,http://www.kijiji.ca/v-electronics/city-of-toronto/panasonic-pt-ex12k-pt-ex12ku-xga-large-venue-projector-13000lum/1390232321,Toronto,v-electronics,city-of-toronto,0,2018-12-09 13:11:55
Apple Watch Series 3 38mm,330.0,http://www.kijiji.ca/v-electronics/city-of-toronto/apple-watch-series-3-38mm/1400418882,Toronto,v-electronics,city-of-toronto,0,2018-12-09 13:11:55
"SANYO /SHARP 32""/40""/43""/50""/55""/65""  SMART LED TV SALE from$179.99 & up **no tax",179.99,http://www.kijiji.ca/v-electronics/gta-greater-toronto-area/sanyo-sharp-32-40-43-50-55-65-smart-led-tv-sale-from-179-99-up-no-tax/c866900,Toronto,v-electronics,gta-greater-toronto-area,1,2018-12-09 13:11:55
Beand new Instant Pot IPLUX80 Lux V3  8 Quart,85.0,http://www.kijiji.ca/v-electronics/mississauga-peel-region/beand-new-instant-pot-iplux80-lux-v3-8-quart/1402993548,Toronto,v-electronics,mississauga-peel-region,0,2018-12-09 13:11:55
"Apple Watch Series 4 GPS, 44mm Silver Aluminium Case",550.0,http://www.kijiji.ca/v-electronics/oshawa-durham-region/apple-watch-series-4-gps-44mm-silver-aluminium-case/1402993486,Toronto,v-electronics,oshawa-durham-region,0,2018-12-09 13:11:55
Dyson Airwrap™ styler Complete - $870,870.0,http://www.kijiji.ca/v-electronics/city-of-toronto/dyson-airwrap-styler-complete-870/1402993456,Toronto,v-electronics,city-of-toronto,0,2018-12-09 13:11:55
BEATS SOLO 3 WIRELESS WHITE,215.0,http://www.kijiji.ca/v-electronics/markham-york-region/beats-solo-3-wireless-white/1402993281,Toronto,v-electronics,markham-york-region,0,2018-12-09 13:11:55
SALE SALE SALE SMART TV SALES @ ORIENT ELECTRONICS NO TAX DEALS,199.99,http://www.kijiji.ca/v-electronics/gta-greater-toronto-area/sale-sale-sale-smart-tv-sales-orient-electronics-no-tax-deals/c933149,Toronto,v-electronics,gta-greater-toronto-area,1,2018-12-09 13:11:55
Brand New Apple Watch Series 3 Hermes Stainless Steel 42mm,1200.0,http://www.kijiji.ca/v-electronics/city-of-toronto/brand-new-apple-watch-series-3-hermes-stainless-steel-42mm/1402993308,Toronto,v-electronics,city-of-toronto,0,2018-12-09 13:11:55
Slingbox Solo,75.0,http://www.kijiji.ca/v-electronics/city-of-toronto/slingbox-solo/1389489079,Toronto,v-electronics,city-of-toronto,0,2018-12-09 13:11:55
name,price,address,city,category_code,city_code,business,scan_date
"Sony A7 +24-240 fe lens + 3 Filters(UV, Polarizer, ND Filter)",1600.0,http://www.kijiji.ca/v-camera-camcorder-lens/mississauga-peel-region/sony-a7-24-240-fe-lens-3-filters-uv-polarizer-nd-filter/1402286127,Toronto,v-camera-camcorder-lens,mississauga-peel-region,0,2018-12-09 13:11:55
NEW Olympus OM-D E-M1 Camera M.ZUIKO 14-150MM F4-5.6 II ED Lens,1650.0,http://www.kijiji.ca/v-camera-camcorder-lens/city-of-toronto/new-olympus-om-d-e-m1-camera-m-zuiko-14-150mm-f4-5-6-ii-ed-lens/1402742657,Toronto,v-camera-camcorder-lens,city-of-toronto,0,2018-12-09 13:11:55
DJI Ronin-S IN STOCK - Equal Monthly Payment Plans and Free Shipping Available,929.0,http://www.kijiji.ca/v-camera-camcorder-lens/canada/dji-ronin-s-in-stock-equal-monthly-payment-plans-and-free-shipping-available/c1458796,Toronto,v-camera-camcorder-lens,canada,1,2018-12-09 13:11:55
Garmin & TomTom GPS FOR SALE –  BLACK FRIDAY DEALS,130.0,http://www.kijiji.ca/v-camera-camcorder-lens/city-of-toronto/garmin-tomtom-gps-for-sale-black-friday-deals/1367670364,Toronto,v-camera-camcorder-lens,city-of-toronto,0,2018-12-09 13:11:55
PRICE REDUCED: Sony SEL FE 70-200mm f/2.8 GM OSS E-Mount Lens,3100.0,http://www.kijiji.ca/v-camera-camcorder-lens/markham-york-region/price-reduced:-sony-sel-fe-70-200mm-f-2-8-gm-oss-e-mount-lens/1402667778,Toronto,v-camera-camcorder-lens,markham-york-region,0,2018-12-09 13:11:55
DJI Ronin-S IN STOCK - Equal Monthly Payment Plans and Free Shipping Available,929.0,http://www.kijiji.ca/v-camera-camcorder-lens/canada/dji-ronin-s-in-stock-equal-monthly-payment-plans-and-free-shipping-available/c1458796,Toronto,v-camera-camcorder-lens,canada,1,2018-12-09 13:11:55
fujinon 18-55 2.8-f4 OIS,500.0,http://www.kijiji.ca/v-camera-camcorder-lens/city-of-toronto/fujinon-18-55-2-8-f4-ois/1402993419,Toronto,v-camera-camcorder-lens,city-of-toronto,0,2018-12-09 13:11:55
"Weekly Promotion !  SPEEDEX 4 CH WIFI 1080P KIT, 4 BULLET CAMERAS, 1 X 8 CH NVR (NO HDD), 4CH-1080P",309.0,http://www.kijiji.ca/v-camera-camcorder-lens/gta-greater-toronto-area/weekly-promotion-speedex-4-ch-wifi-1080p-kit-4-bullet-cameras-1-x-8-ch-nvr-no-hdd-4ch-1080p/c3543866,Toronto,v-camera-camcorder-lens,gta-greater-toronto-area,1,2018-12-09 13:11:55
Brand New Sealed GoPro Hero4 Black Edition w/Extra Accessories,300.0,http://www.kijiji.ca/v-camera-camcorder-lens/city-of-toronto/brand-new-sealed-gopro-hero4-black-edition-w-extra-accessories/1402993103,Toronto,v-camera-camcorder-lens,city-of-toronto,0,2018-12-09 13:11:55
"Wireless 360° VR bulb Security Camera, Easy installation, 1080P, 2 million pixels, Promotion Sale",59.0,http://www.kijiji.ca/v-camera-camcorder-lens/gta-greater-toronto-area/wireless-360-vr-bulb-security-camera-easy-installation-1080p-2-million-pixels-promotion-sale/c895409,Toronto,v-camera-camcorder-lens,gta-greater-toronto-area,1,2018-12-09 13:11:55
Canon SL1 Ready-to-Shoot Kit,450.0,http://www.kijiji.ca/v-camera-camcorder-lens/markham-york-region/canon-sl1-ready-to-shoot-kit/1402993065,Toronto,v-camera-camcorder-lens,markham-york-region,0,2018-12-09 13:11:55
Sony A77ii DSLR with 16-50mmf2.8 lens,1000.0,http://www.kijiji.ca/v-camera-camcorder-lens/city-of-toronto/sony-a77ii-dslr-with-16-50mmf2-8-lens/1402993002,Toronto,v-camera-camcorder-lens,city-of-toronto,0,2018-12-09 13:11:55
BRAND NEW Full HD 3-inch Screen Dash Cam with Sony Sensor,70.0,http://www.kijiji.ca/v-camera-camcorder-lens/mississauga-peel-region/brand-new-full-hd-3-inch-screen-dash-cam-with-sony-sensor/1377863649,Toronto,v-camera-camcorder-lens,mississauga-peel-region,0,2018-12-09 13:11:55
Sony A-Mount to E-Mount Lens Adapter with Translucent Mirror,175.0,http://www.kijiji.ca/v-camera-camcorder-lens/markham-york-region/sony-a-mount-to-e-mount-lens-adapter-with-translucent-mirror/1402992756,Toronto,v-camera-camcorder-lens,markham-york-region,0,2018-12-09 13:11:55
"Weekly Promo!  High Quality CCTV Security Camera Combo,   CCTV Security Camera Kit, from $350 and up.",350.0,http://www.kijiji.ca/v-camera-camcorder-lens/gta-greater-toronto-area/weekly-promo-high-quality-cctv-security-camera-combo-cctv-security-camera-kit-from-350-and-up/c829356,Toronto,v-camera-camcorder-lens,gta-greater-toronto-area,1,2018-12-09 13:11:55
BNIB GoPro Hero WiFi Smart Remote,90.0,http://www.kijiji.ca/v-camera-camcorder-lens/city-of-toronto/bnib-gopro-hero-wifi-smart-remote/1402992606,Toronto,v-camera-camcorder-lens,city-of-toronto,0,2018-12-09 13:11:55
Metal hand grip for Fuji XT2,100.0,http://www.kijiji.ca/v-camera-camcorder-lens/oakville-halton-region/metal-hand-grip-for-fuji-xt2/1402990377,Toronto,v-camera-camcorder-lens,oakville-halton-region,0,2018-12-09 13:11:55
Canon EOS Rebel T6 - Camera Body,280.0,http://www.kijiji.ca/v-camera-camcorder-lens/mississauga-peel-region/canon-eos-rebel-t6-camera-body/c1258109,Toronto,v-camera-camcorder-lens,mississauga-peel-region,1,2018-12-09 13:11:55
*Sealed*DJI Osmo Mobile 2 Smartphone Gimbal Stabilizer,120.0,http://www.kijiji.ca/v-camera-camcorder-lens/city-of-toronto/sealed-dji-osmo-mobile-2-smartphone-gimbal-stabilizer/1402989908,Toronto,v-camera-camcorder-lens,city-of-toronto,0,2018-12-09 13:11:55
Canon  EF 85mm f1.8 USM brand new unused,399.0,http://www.kijiji.ca/v-camera-camcorder-lens/city-of-toronto/canon-ef-85mm-f1-8-usm-brand-new-unused/1402989325,Toronto,v-camera-camcorder-lens,city-of-toronto,0,2018-12-09 13:11:55
XT2 vertical booster grip,300.0,http://www.kijiji.ca/v-camera-camcorder-lens/oakville-halton-region/xt2-vertical-booster-grip/1402989081,Toronto,v-camera-camcorder-lens,oakville-halton-region,0,2018-12-09 13:11:55
STORE SALE - CANON EOS 6D MKII W/24-105 F4 L II LENS BNIB,2695.0,http://www.kijiji.ca/v-camera-camcorder-lens/markham-york-region/store-sale-canon-eos-6d-mkii-w-24-105-f4-l-ii-lens-bnib/1402988938,Toronto,v-camera-camcorder-lens,markham-york-region,0,2018-12-09 13:11:55
Canon EOS M100 w/15-45mm Lens,350.0,http://www.kijiji.ca/v-camera-camcorder-lens/mississauga-peel-region/canon-eos-m100-w-15-45mm-lens/c3000235,Toronto,v-camera-camcorder-lens,mississauga-peel-region,1,2018-12-09 13:11:55
PRE BOXING DAY - Canon EOS 7D Mark II W-E1 DSLR Camera (Body),1599.0,http://www.kijiji.ca/v-camera-camcorder-lens/markham-york-region/pre-boxing-day-canon-eos-7d-mark-ii-w-e1-dslr-camera-body/1402988291,Toronto,v-camera-camcorder-lens,markham-york-region,0,2018-12-09 13:11:55
DicaPac WPS10 Waterproof Case for SLR/DSLR Cameras 230 x 270 x,50.0,http://www.kijiji.ca/v-camera-camcorder-lens/city-of-toronto/dicapac-wps10-waterproof-case-for-slr-dslr-cameras-230-x-270-x/1402987924,Toronto,v-camera-camcorder-lens,city-of-toronto,0,2018-12-09 13:11:55
